statuses,date_joined,most_recent_post,following,followers,favourites,lists,tweets_this_week,retweet,retweeted_count,userNameScore,avg_tweets_by_day_of_week,engagment_rate,screen_name,account_type
232,2016,2017,0.0,2.0,94,0,0.0,128.0,207550.0,0.75,25.857,10377500.0,telma_gallup,1.0
247,2016,2017,0.0,0.0,115,1,0.0,130.0,150990.0,0.2666666666666667,24.857,15099000.0,berteaubracelet,1.0
116,2016,2017,0.0,0.0,41,0,0.0,64.0,231952.0,0.6,13.0,23195200.0,annalisanygaar2,1.0
1326,2016,2017,30.0,8.0,1326,0,0.0,36.0,12169.0,0.1111111111111111,5.286,152112.5,filatovgemell,0.0
1326,2016,2017,36.0,12.0,1325,1,0.0,36.0,12169.0,0.1333333333333333,5.286,101408.33,akindinmaksimo2,0.0
222,2016,2017,0.0,0.0,99,0,0.0,126.0,52435.0,0.4,25.143,5243500.0,tiger_shelacurr,1.0
169,2016,2017,0.0,0.0,74,0,0.0,116.0,267087.0,0.5714285714285714,21.857,26708700.0,rangerhawke,1.0
1325,2016,2017,36.0,12.0,1325,0,0.0,36.0,12169.0,0.2307692307692307,5.286,101408.33,shubina_viola,0.0
1230,2016,2017,0.0,11.0,1229,0,0.0,24.0,8501.0,0.1428571428571429,3.429,77281.82,trofimovarii92,0.0
224,2016,2017,0.0,0.0,115,0,0.0,128.0,62458.0,0.4666666666666667,24.857,6245800.0,phuongdang23421,1.0
214,2016,2017,0.0,1.0,87,0,0.0,122.0,256476.0,0.0,25.0,25647600.0,liebmega,1.0
218,2016,2017,0.0,2.0,92,0,0.0,120.0,196820.0,0.0833333333333333,23.571,9841000.0,doublesunni,1.0
265,2016,2017,0.0,0.0,116,0,0.0,128.0,114761.0,0.25,25.143,11476100.0,malkin_kandi,1.0
297,2016,2017,0.0,0.0,155,0,0.0,136.0,90877.0,0.8,23.429,9087700.0,vivienne_childs,1.0
633,2016,2017,0.0,13.0,633,1,0.0,50.0,17714.0,0.0,7.143,136261.54,ermakova_rida,0.0
1732,2016,2017,0.0,10.0,1255,0,0.0,122.0,329295.0,0.3571428571428571,17.571,3292950.0,zhc_zhang,0.0
1325,2016,2017,36.0,10.0,1325,1,0.0,36.0,12169.0,0.0,5.286,121690.0,gordiimuhin98,0.0
106,2016,2017,0.0,0.0,40,0,0.0,62.0,233811.0,0.6666666666666667,13.571,23381100.0,sabinewinter132,1.0
139,2016,2017,0.0,1.0,54,0,0.0,94.0,263456.0,0.9230769230769232,18.286,26345600.0,minhgreveson,1.0
1326,2016,2017,27.0,9.0,1326,1,0.0,36.0,12169.0,0.0666666666666666,5.286,135211.11,strelkovevald11,0.0
140,2016,2017,0.0,0.0,63,0,0.0,78.0,273303.0,0.631578947368421,17.0,27330300.0,jenisenygaards2,1.0
140,2016,2017,0.0,0.0,55,0,0.0,90.0,266093.0,0.6,17.571,26609300.0,kenyattazombie,1.0
1325,2016,2017,40.0,13.0,1325,2,0.0,36.0,12169.0,0.0,5.286,93607.69,efremovpakhomiy,0.0
3043,2016,2017,0.0,67.0,2236,1,0.0,126.0,307656.0,0.1875,18.143,459188.06,osahmabinlad,0.0
167,2016,2017,0.0,2.0,89,0,0.0,114.0,274451.0,0.7272727272727273,21.429,13722550.0,felica_wahl,1.0
1226,2016,2017,0.0,14.0,1226,0,0.0,22.0,8391.0,0.0,3.286,59935.71,logginmishin,0.0
279,2016,2017,0.0,0.0,147,0,0.0,158.0,97524.0,0.1428571428571429,25.0,9752400.0,virtuesherika,1.0
159,2016,2017,0.0,0.0,75,0,0.0,96.0,259035.0,0.3333333333333333,19.857,25903500.0,poison_cristenc,1.0
731,2016,2017,141.0,147.0,1174,0,0.0,58.0,816484.0,0.3333333333333333,16.429,555431.29,zachroland23,1.0
2852,2016,2017,31.0,4.0,1982,2,0.0,134.0,488820.0,0.2222222222222222,19.143,12220500.0,bussaba_a,0.0
744,2016,2017,0.0,1.0,360,0,0.0,148.0,65149.0,0.1666666666666666,23.286,6514900.0,technovalenciaw,1.0
159,2016,2017,0.0,0.0,66,0,0.0,110.0,284116.0,0.0,20.286,28411600.0,wheeler_vanda,1.0
241,2016,2017,0.0,0.0,122,0,0.0,118.0,55703.0,0.7857142857142857,25.429,5570300.0,dottie_landaal,1.0
1319,2016,2017,14.0,7.0,1323,0,0.0,36.0,11872.0,0.1333333333333333,5.143,169600.0,logginlebedev86,0.0
216,2016,2017,0.0,0.0,104,0,0.0,130.0,282135.0,0.9090909090909092,25.571,28213500.0,phebefarid,1.0
98,2016,2017,0.0,5.0,29,0,0.0,56.0,229319.0,0.6,12.0,4586380.0,kelliebenson102,1.0
1326,2016,2017,35.0,14.0,1326,0,0.0,36.0,12169.0,0.2666666666666667,5.286,86921.43,epifanponomare3,0.0
1237,2016,2017,0.0,10.0,1236,0,0.0,20.0,7572.0,0.0666666666666666,3.0,75720.0,pavlovaksyon,0.0
188,2016,2017,0.0,1.0,64,0,0.0,120.0,302510.0,0.6,23.286,30251000.0,martinefray1546,1.0
249,2016,2017,62.0,8.0,172,0,0.0,126.0,390169.0,0.6923076923076923,18.143,4877112.5,gerardnlsn,0.0
137,2016,2017,0.0,0.0,63,0,0.0,70.0,229093.0,0.7333333333333334,15.143,22909300.0,rosalinebrown24,1.0
238,2016,2017,0.0,0.0,112,0,0.0,136.0,196202.0,0.1333333333333333,25.571,19620200.0,tanzer_questing,1.0
189,2016,2017,0.0,0.0,87,0,0.0,114.0,270149.0,0.5,24.429,27014900.0,britteny_morphi,1.0
90,2016,2017,0.0,0.0,40,0,0.0,52.0,221820.0,0.0666666666666666,10.571,22182000.0,tuononen_davina,1.0
185,2016,2017,0.0,0.0,72,0,0.0,114.0,266749.0,0.4375,23.143,26674900.0,allyson_fighter,1.0
152,2016,2017,0.0,1.0,69,0,0.0,106.0,290579.0,0.5,19.571,29057900.0,shellamonkey,1.0
316,2016,2017,0.0,7.0,149,0,0.0,156.0,97559.0,0.1538461538461538,24.286,1393700.0,badgerkira,1.0
171,2016,2017,0.0,2.0,72,0,0.0,112.0,293968.0,0.5333333333333333,22.571,14698400.0,leeannalion,1.0
1319,2016,2017,24.0,9.0,1319,1,0.0,36.0,11872.0,0.1538461538461538,5.143,131911.11,avdeevermey,0.0
130,2016,2017,0.0,1.0,58,0,0.0,76.0,260586.0,0.4705882352941176,16.143,26058600.0,janella_venom,1.0
189,2016,2017,0.0,0.0,80,0,0.0,116.0,299686.0,0.3333333333333333,22.429,29968600.0,monique38940175,1.0
149,2016,2017,0.0,0.0,78,0,0.0,98.0,278559.0,0.6666666666666667,19.143,27855900.0,socorrodrake150,1.0
222,2016,2017,0.0,2.0,90,0,0.0,136.0,239558.0,0.9166666666666666,25.857,11977900.0,kaycecureau,1.0
100,2016,2017,0.0,0.0,35,0,0.0,64.0,237584.0,0.3076923076923077,13.143,23758400.0,penmetsacari,1.0
692,2016,2017,0.0,0.0,330,0,0.0,142.0,64051.0,0.25,22.714,6405100.0,rylljenelle,1.0
221,2016,2017,0.0,1.0,103,0,0.0,128.0,222530.0,0.4666666666666667,25.429,22253000.0,viperjoannabart,1.0
145,2016,2017,0.0,0.0,67,1,0.0,76.0,237109.0,0.75,17.143,23710900.0,birgit_bruns,1.0
148,2016,2017,0.0,0.0,62,1,0.0,94.0,293962.0,0.5294117647058824,18.0,29396200.0,elinoretitan,1.0
143,2016,2017,0.0,0.0,96,0,0.0,102.0,268222.0,0.8125,17.286,26822200.0,sharolynlecler4,1.0
342,2016,2017,10.0,7.0,341,1,0.0,178.0,52166.0,0.1428571428571429,25.571,745228.57,fominfeodosii1,0.0
1814,2016,2017,63.0,11.0,1195,2,0.0,122.0,276449.0,0.0666666666666666,18.143,2513172.73,entropicdecay23,1.0
1865,2016,2017,0.0,3.0,1290,0,0.0,136.0,329736.0,0.5,19.571,10991200.0,ccbi17,0.0
38,2016,2017,0.0,23.0,23,0,0.0,18.0,21455.0,0.6875,5.0,93282.61,the1975german,0.0
1959,2016,2017,0.0,14.0,1350,0,0.0,122.0,319381.0,0.8666666666666667,17.429,2281292.86,jeanielecompte,0.0
168,2016,2017,0.0,1.0,107,0,0.0,128.0,102543.0,0.4666666666666667,20.143,10254300.0,irmahowell20991,1.0
168,2016,2017,0.0,0.0,68,0,0.0,116.0,293607.0,0.4285714285714286,21.857,29360700.0,rocker_arney,1.0
1295,2016,2017,0.0,4.0,883,1,0.0,128.0,393604.0,0.4166666666666666,18.286,9840100.0,99iriswang,0.0
162,2016,2017,0.0,0.0,71,0,0.0,106.0,308660.0,0.4666666666666667,20.857,30866000.0,mega_janemden15,1.0
136,2016,2017,0.0,0.0,53,1,0.0,78.0,264752.0,0.4285714285714286,15.429,26475200.0,maomaojaki1717,1.0
173,2016,2017,0.0,1.0,58,0,0.0,112.0,274800.0,0.7058823529411764,22.429,27480000.0,arianevillarre5,1.0
98,2016,2017,0.0,0.0,42,0,0.0,62.0,232682.0,0.0,12.286,23268200.0,level_robbyn,1.0
166,2016,2017,0.0,0.0,78,0,0.0,96.0,279115.0,0.7333333333333334,19.714,27911500.0,arnetteaustin32,1.0
1325,2016,2017,32.0,13.0,1326,1,0.0,36.0,12169.0,0.0,5.286,93607.69,diodoramaksimo2,0.0
219,2016,2017,0.0,0.0,102,0,0.0,126.0,240629.0,0.5333333333333333,25.0,24062900.0,karlysmith11641,1.0
394,2016,2017,0.0,27.0,43,1,0.0,156.0,24680.0,0.0,22.286,91407.41,yudinaron,0.0
288,2016,2017,0.0,2.0,132,0,0.0,130.0,62461.0,0.0,25.143,3123050.0,jessel_latricia,1.0
1751,2016,2017,0.0,8.0,1086,0,0.0,126.0,408177.0,0.0,18.0,5102212.5,sunluatchina,0.0
195,2016,2017,0.0,0.0,75,0,0.0,126.0,307454.0,0.1428571428571429,25.0,30745400.0,riveroemeline,1.0
125,2016,2017,0.0,0.0,48,0,0.0,76.0,235926.0,0.6,15.429,23592600.0,winniekeene2766,1.0
341,2016,2017,20.0,0.0,341,0,0.0,178.0,52166.0,0.1818181818181817,25.571,5216600.0,vl609fadeev,0.0
764,2016,2017,0.0,1.0,350,0,0.0,138.0,62208.0,0.0,22.429,6220800.0,motes_lisa,1.0
1326,2016,2017,35.0,14.0,1326,0,0.0,36.0,12169.0,0.1333333333333333,5.286,86921.43,oktyabrinkuzmi3,0.0
92,2016,2017,0.0,0.0,35,0,0.0,66.0,254718.0,0.3076923076923077,11.429,25471800.0,questing_kemp,1.0
410,2016,2017,0.0,0.0,198,0,0.0,124.0,90261.0,0.5333333333333333,25.571,9026100.0,noelcarter1959_,1.0
143,2016,2017,0.0,0.0,68,0,0.0,88.0,252978.0,0.2105263157894736,17.429,25297800.0,mahaffeyiron,1.0
100,2016,2017,0.0,0.0,31,0,0.0,70.0,255373.0,0.6470588235294117,12.429,25537300.0,mitsukohender10,1.0
341,2016,2017,19.0,0.0,341,0,0.0,178.0,52166.0,0.0666666666666666,25.571,5216600.0,sasham2sqvolkov,0.0
1326,2016,2017,31.0,5.0,1326,0,0.0,36.0,12169.0,0.1428571428571429,5.286,243380.0,merkushevaggej,0.0
147,2016,2017,0.0,3.0,65,0,0.0,92.0,249012.0,0.0,18.571,8300400.0,hoeg_nia,1.0
164,2016,2017,0.0,0.0,69,0,0.0,112.0,309695.0,0.9285714285714286,21.286,30969500.0,vernonbaudoin,1.0
174,2016,2017,0.0,1.0,60,0,0.0,116.0,296191.0,0.1333333333333333,21.571,29619100.0,venom_lucillega,1.0
234,2016,2017,0.0,0.0,117,0,0.0,126.0,90743.0,0.8181818181818181,24.0,9074300.0,chin_768768,1.0
101,2016,2017,0.0,0.0,40,0,0.0,68.0,255758.0,0.9285714285714286,12.571,25575800.0,meiholtsberry,1.0
123,2016,2017,0.0,0.0,59,0,0.0,82.0,290213.0,0.8333333333333334,15.429,29021300.0,kindra_vines,1.0
198,2016,2017,0.0,0.0,113,0,0.0,140.0,274888.0,0.4166666666666666,25.429,27488800.0,polly_level,1.0
341,2016,2017,21.0,0.0,341,0,0.0,178.0,52166.0,0.0,25.571,5216600.0,egorbiqvor,0.0
307,2016,2017,0.0,4.0,146,0,0.0,146.0,75274.0,0.4166666666666666,23.714,1881850.0,magan_venom,1.0
341,2016,2017,0.0,2.0,163,1,0.0,126.0,42525.0,0.4666666666666667,25.143,2126250.0,laruecaleb10541,1.0
193,2016,2017,0.0,0.0,114,0,0.0,144.0,182204.0,0.0666666666666666,23.857,18220400.0,elvin_lupita,1.0
174,2016,2017,0.0,0.0,74,0,0.0,120.0,316991.0,0.1333333333333333,22.286,31699100.0,beissel_willena,1.0
154,2016,2017,0.0,1.0,70,0,0.0,100.0,295284.0,0.8,19.714,29528400.0,tawanna_jenkins,1.0
115,2016,2017,0.0,0.0,45,0,0.0,74.0,262576.0,0.1999999999999999,14.143,26257600.0,castle_cassiwel,1.0
3103,2016,2017,173.0,16.0,2240,1,0.0,134.0,465766.0,0.0769230769230768,19.286,2911037.5,biblioshark,0.0
203,2016,2017,0.0,0.0,81,0,0.0,142.0,276720.0,0.75,25.857,27672000.0,janay_stepke,1.0
225,2016,2017,0.0,1.0,97,0,0.0,122.0,197609.0,0.9333333333333332,24.571,19760900.0,charlenebowles,1.0
347,2016,2017,0.0,1.0,186,0,0.0,132.0,50792.0,0.5333333333333333,24.571,5079200.0,alaynahayes1191,1.0
111,2016,2017,0.0,0.0,59,0,0.0,68.0,235515.0,0.6666666666666667,13.0,23551500.0,saritamassol26p,1.0
1327,2016,2017,30.0,11.0,1326,0,0.0,36.0,12169.0,0.1333333333333333,5.286,110627.27,gloriozarozhko2,0.0
1320,2016,2017,32.0,9.0,1323,0,0.0,36.0,11872.0,0.0714285714285714,5.143,131911.11,rozhkovavvakum,0.0
1644,2016,2017,24.0,1.0,1147,1,0.0,128.0,292985.0,0.0,18.429,29298500.0,boboksir,0.0
776,2016,2017,0.0,1.0,372,0,0.0,144.0,65635.0,0.1818181818181817,22.857,6563500.0,cox_japan,1.0
1326,2016,2017,11.0,13.0,1326,1,0.0,36.0,12169.0,0.1333333333333333,5.286,93607.69,samojlovaiannu1,0.0
153,2016,2017,0.0,1.0,60,0,0.0,98.0,289414.0,0.1999999999999999,19.429,28941400.0,bracelet_leilan,1.0
97,2016,2017,0.0,0.0,55,0,0.0,60.0,258336.0,0.7333333333333334,12.0,25833600.0,katelynnbusch29,1.0
524,2016,2017,6.0,4.0,469,0,0.0,114.0,457423.0,0.3333333333333333,16.429,11435575.0,acerifolia68,0.0
266,2016,2017,0.0,0.0,127,0,0.0,128.0,57936.0,0.0666666666666666,24.0,5793600.0,cappillo_studde,1.0
91,2016,2017,0.0,0.0,49,0,0.0,54.0,225331.0,0.7857142857142857,9.857,22533100.0,janelle_franck,1.0
167,2016,2017,0.0,0.0,83,0,0.0,110.0,285261.0,0.0625,21.571,28526100.0,ranger_wilhelmi,1.0
1325,2016,2017,38.0,10.0,1325,2,0.0,36.0,12169.0,0.0,5.286,121690.0,erastkudryasho5,0.0
278,2016,2017,0.0,1.0,124,0,0.0,130.0,60356.0,0.0666666666666666,25.143,6035600.0,twisted_melonie,1.0
1578,2016,2017,0.0,1.0,1065,2,0.0,138.0,428298.0,0.0,19.714,42829800.0,poxvejvssbeznrj,0.0
279,2016,2017,0.0,1.0,110,0,0.0,128.0,42968.0,0.0,25.286,4296800.0,morse_lavada,1.0
156,2016,2017,0.0,1.0,55,0,0.0,110.0,263248.0,0.5,20.286,26324800.0,mightycarter,1.0
113,2016,2017,0.0,0.0,53,0,0.0,80.0,264696.0,0.0625,14.429,26469600.0,sokolski_burger,1.0
251,2016,2017,0.0,0.0,117,0,0.0,124.0,47281.0,0.1999999999999999,24.143,4728100.0,slasherangelina,1.0
1327,2016,2017,36.0,9.0,1326,0,0.0,36.0,12169.0,0.0,5.286,135211.11,florentiimurav7,0.0
1326,2016,2017,35.0,12.0,1326,0,0.0,36.0,12169.0,0.1999999999999999,5.286,101408.33,korneliiakseno5,0.0
163,2016,2017,0.0,4.0,78,0,0.0,106.0,305105.0,0.5333333333333333,20.286,7627625.0,japanprevidi,1.0
1326,2016,2017,16.0,9.0,1326,0,0.0,36.0,12169.0,0.1333333333333333,5.286,135211.11,helgaschukina12,0.0
633,2016,2017,0.0,5.0,633,1,0.0,50.0,17714.0,0.1999999999999999,7.143,354280.0,kiprian_kabanov,0.0
146,2016,2017,0.0,0.0,73,0,0.0,96.0,253067.0,0.375,18.429,25306700.0,ironbridgetvojt,1.0
216,2016,2017,0.0,0.0,81,0,0.0,122.0,194085.0,0.3333333333333333,25.286,19408500.0,power_pennikehr,1.0
142,2016,2017,0.0,0.0,56,1,0.0,96.0,309627.0,0.7857142857142857,18.429,30962700.0,lavonne_miesch,1.0
290,2016,2017,0.0,1.0,135,0,0.0,118.0,52085.0,0.5333333333333333,24.143,5208500.0,katecarney2727t,1.0
246,2016,2017,0.0,0.0,113,0,0.0,122.0,195487.0,0.25,23.857,19548700.0,yoogshirely,1.0
202,2016,2017,0.0,0.0,96,0,0.0,142.0,100444.0,0.9166666666666666,23.429,10044400.0,yaelszafert,1.0
346,2016,2017,0.0,0.0,168,0,0.0,140.0,47814.0,0.3333333333333333,25.429,4781400.0,giantlaveniacar,1.0
115,2016,2017,0.0,0.0,50,0,0.0,70.0,243574.0,0.9,13.143,24357400.0,wildakihn,1.0
360,2016,2017,0.0,0.0,158,0,0.0,130.0,51021.0,0.7857142857142857,25.143,5102100.0,dovie_legarrec,1.0
140,2016,2017,0.0,0.0,66,0,0.0,88.0,284147.0,0.7857142857142857,18.0,28414700.0,renda_caldwell,1.0
1230,2016,2017,0.0,16.0,1229,0,0.0,24.0,8501.0,0.1333333333333333,3.429,53131.25,friderikarusak2,0.0
224,2016,2017,0.0,0.0,111,0,0.0,114.0,95987.0,0.4,22.429,9598700.0,gatorstaciemorg,1.0
149,2016,2017,0.0,0.0,58,0,0.0,86.0,248648.0,0.9333333333333332,18.714,24864800.0,garnetbromberg,1.0
627,2016,2017,0.0,1.0,294,1,0.0,150.0,66039.0,0.6,24.143,6603900.0,mitsuetorres232,1.0
156,2016,2017,0.0,0.0,63,0,0.0,98.0,263749.0,0.3333333333333333,19.286,26374900.0,sana_shawana,1.0
341,2016,2017,21.0,0.0,341,0,0.0,178.0,52166.0,0.0,25.571,5216600.0,sashapksy,0.0
106,2016,2017,0.0,0.0,43,0,0.0,70.0,258428.0,0.3333333333333333,13.429,25842800.0,dotgill408aweso,1.0
1324,2016,2017,14.0,12.0,1326,0,0.0,36.0,12169.0,0.0714285714285714,5.286,101408.33,blohinmoisei1,0.0
232,2016,2017,0.0,0.0,126,0,0.0,134.0,199402.0,0.7333333333333334,24.143,19940200.0,gertieoconnor51,1.0
339,2016,2017,17.0,0.0,340,0,0.0,178.0,51689.0,0.0769230769230768,25.571,5168900.0,nikita2ejtmor,0.0
413,2016,2017,0.0,1.0,187,0,0.0,120.0,33741.0,0.0769230769230768,23.429,3374100.0,milik_kristyn,1.0
174,2016,2017,0.0,0.0,58,0,0.0,102.0,256447.0,0.7058823529411764,21.571,25644700.0,charlenegiourg3,1.0
187,2016,2017,0.0,0.0,105,1,0.0,136.0,114040.0,0.0714285714285714,22.714,11404000.0,wilhelmelodia,1.0
341,2016,2017,20.0,0.0,341,0,0.0,178.0,52166.0,0.1818181818181817,25.571,5216600.0,mikhailkufj,0.0
159,2016,2017,55.0,0.0,11,0,0.0,128.0,34715.0,0.2142857142857143,18.286,3471500.0,knyazevafrida2,0.0
328,2016,2017,0.0,0.0,180,0,0.0,146.0,54040.0,0.3846153846153846,25.143,5404000.0,jackcook25851,1.0
1992,2016,2017,2.0,1.0,1333,0,0.0,136.0,351290.0,0.875,19.571,35129000.0,dawiwoo1,0.0
158,2016,2017,0.0,0.0,67,0,0.0,102.0,318791.0,0.5,19.714,31879100.0,stefaniradar,1.0
341,2016,2017,21.0,0.0,341,0,0.0,178.0,52166.0,0.2142857142857143,25.571,5216600.0,valentin1x6leb,0.0
696,2016,2017,0.0,0.0,345,0,0.0,126.0,55038.0,0.375,21.0,5503800.0,elishairon,1.0
1440,2016,2017,40.0,17.0,1090,1,0.0,132.0,192486.0,0.4545454545454546,18.857,1132270.59,nidanfaisal,0.0
2825,2016,2017,10.0,2.0,1966,0,0.0,138.0,427529.0,0.1818181818181817,19.857,21376450.0,nanainsky1,0.0
1325,2016,2017,26.0,5.0,1326,0,0.0,36.0,12169.0,0.0666666666666666,5.286,243380.0,golubevamaiya82,0.0
1225,2016,2017,0.0,1.0,1225,0,0.0,24.0,9009.0,0.1333333333333333,3.571,900900.0,grigorevaaprel2,0.0
1257,2016,2017,0.0,0.0,1259,0,0.0,20.0,6963.0,0.2142857142857143,2.857,696300.0,vasilevgemin89,0.0
1771,2016,2017,0.0,13.0,1184,0,0.0,140.0,460664.0,0.1666666666666666,20.0,3543569.23,maskkong,0.0
264,2016,2017,0.0,0.0,134,0,0.0,128.0,55696.0,0.2142857142857143,24.143,5569600.0,nagahamamazie,1.0
1324,2016,2017,36.0,7.0,1324,0,0.0,36.0,12169.0,0.1666666666666666,5.286,173842.86,silinguryan,0.0
177,2016,2017,0.0,1.0,71,0,0.0,114.0,322688.0,0.7,22.571,32268800.0,yoko_forti,1.0
297,2016,2017,0.0,0.0,179,2,0.0,142.0,72505.0,0.0,22.286,7250500.0,krause_shiela,1.0
168,2016,2017,0.0,0.0,74,0,0.0,106.0,330289.0,0.4666666666666667,21.429,33028900.0,floriayi1602poi,1.0
300,2016,2017,0.0,0.0,140,0,0.0,116.0,94019.0,0.4,24.0,9401900.0,penmetsa58,1.0
1323,2016,2017,31.0,11.0,1326,0,0.0,36.0,12169.0,0.0666666666666666,5.286,110627.27,tatiyapotapova2,0.0
117,2016,2017,0.0,0.0,68,0,0.0,76.0,301181.0,0.0909090909090909,14.571,30118100.0,puppy_ray,1.0
253,2016,2017,0.0,1.0,136,0,0.0,148.0,98759.0,0.1333333333333333,24.714,9875900.0,lockhartardell,1.0
150,2016,2017,0.0,2.0,66,0,0.0,100.0,250315.0,0.0,19.143,12515750.0,green_comic,1.0
341,2016,2017,20.0,0.0,341,0,0.0,178.0,52166.0,0.3076923076923077,25.571,5216600.0,nikitafv3fsor,0.0
106,2016,2017,0.0,0.0,39,0,0.0,62.0,273654.0,0.4,12.857,27365400.0,dinocelestagerh,1.0
219,2016,2017,0.0,0.0,100,0,0.0,120.0,228411.0,0.0714285714285714,25.143,22841100.0,schmitz_pirate,1.0
341,2016,2017,20.0,0.0,341,0,0.0,178.0,52166.0,0.1333333333333333,25.571,5216600.0,aleksandrte43m2,0.0
116,2016,2017,0.0,0.0,48,0,0.0,68.0,234655.0,0.4,14.571,23465500.0,dragonminhgraha,1.0
199,2016,2017,0.0,0.0,123,0,0.0,152.0,136359.0,0.5333333333333333,24.571,13635900.0,paigegriggs1441,1.0
2717,2016,2017,73.0,11.0,2001,0,0.0,130.0,442219.0,0.8888888888888888,18.571,4020172.73,fu_yingdi,0.0
341,2016,2017,21.0,0.0,341,0,0.0,178.0,52166.0,0.0526315789473684,25.571,5216600.0,stanislavwbwa,0.0
786,2016,2017,0.0,10.0,786,0,0.0,50.0,17169.0,0.1333333333333333,7.143,171690.0,rusakovatomulya,0.0
202,2016,2017,0.0,0.0,88,1,0.0,134.0,276935.0,0.1666666666666666,25.143,27693500.0,motorjutta,1.0
3146,2016,2017,0.0,11.0,2205,1,0.0,120.0,346191.0,0.5454545454545454,17.286,3147190.91,sophieamorz,0.0
1365,2016,2017,148.0,56.0,526,2,0.0,132.0,309989.0,0.125,18.857,553551.79,kwkendall383,1.0
1673,2016,2017,0.0,7.0,1137,0,0.0,140.0,395800.0,0.0,20.0,5654285.71,xy8539158,0.0
1228,2016,2017,0.0,9.0,1228,1,0.0,24.0,8501.0,0.0666666666666666,3.429,94455.56,gusevaevlampiy3,0.0
1326,2016,2017,37.0,8.0,1326,0,0.0,36.0,12169.0,0.0714285714285714,5.286,152112.5,shestakovmalej,0.0
1325,2016,2017,31.0,8.0,1326,0,0.0,36.0,12169.0,0.0666666666666666,5.286,152112.5,tretyakovamfia2,0.0
248,2016,2017,0.0,1.0,124,0,0.0,126.0,167478.0,0.6,25.286,16747800.0,giantporetti,1.0
280,2016,2017,0.0,0.0,136,0,0.0,122.0,46836.0,0.3333333333333333,23.857,4683600.0,hammerkami,1.0
114,2016,2017,0.0,0.0,54,0,0.0,76.0,238016.0,0.7692307692307692,14.0,23801600.0,isabell_emord,1.0
1227,2016,2017,0.0,11.0,1228,2,0.0,24.0,8501.0,0.1999999999999999,3.429,77281.82,kalliya_bobrova,0.0
170,2016,2017,0.0,0.0,71,0,0.0,104.0,272641.0,0.3333333333333333,21.429,27264100.0,poisonleone,1.0
734,2016,2017,0.0,4.0,350,1,0.0,138.0,52766.0,0.1333333333333333,22.429,1319150.0,rodgerspuppy,1.0
1357,2016,2017,467.0,4.0,939,1,0.0,132.0,458437.0,0.0,19.0,11460925.0,tostadan,0.0
177,2016,2017,0.0,0.0,64,0,0.0,118.0,316577.0,0.6,23.286,31657700.0,mikejeanpaul252,1.0
1326,2016,2017,33.0,10.0,1326,0,0.0,36.0,12169.0,0.0714285714285714,5.286,121690.0,vorobevaaina87,0.0
121,2016,2017,0.0,0.0,58,0,0.0,68.0,241996.0,0.5333333333333333,15.286,24199600.0,leishaalley1001,1.0
1320,2016,2017,30.0,12.0,1323,1,0.0,36.0,11872.0,0.1999999999999999,5.143,98933.33,teterinanoyabr2,0.0
1319,2016,2017,14.0,12.0,1321,0,0.0,36.0,11872.0,0.0833333333333333,5.143,98933.33,elvidabelova,0.0
163,2016,2017,0.0,0.0,62,0,0.0,112.0,304022.0,0.0625,21.0,30402200.0,skater_demetria,1.0
2573,2016,2017,68.0,5.0,1816,1,0.0,124.0,288927.0,0.4,17.714,5778540.0,willhal72750532,0.0
193,2016,2017,0.0,0.0,80,0,0.0,136.0,305402.0,0.5,25.143,30540200.0,falconmatas,1.0
1326,2016,2017,29.0,9.0,1326,0,0.0,36.0,12169.0,0.0714285714285714,5.286,135211.11,rusakovanikii3,0.0
225,2016,2017,0.0,0.0,119,0,0.0,138.0,201988.0,0.4545454545454546,25.857,20198800.0,aftontoxic,1.0
160,2016,2017,0.0,1.0,69,0,0.0,100.0,299973.0,0.0666666666666666,20.143,29997300.0,dolphin_thgflqc,1.0
129,2016,2017,0.0,0.0,51,0,0.0,80.0,271016.0,0.1875,15.0,27101600.0,heinemann_radar,1.0
227,2016,2017,0.0,1.0,95,0,0.0,124.0,187769.0,0.0714285714285714,23.571,18776900.0,sapiro_meaghan,1.0
243,2016,2017,0.0,1.0,107,0,0.0,130.0,102023.0,0.6,24.857,10202300.0,pancakesstanley,1.0
1330,2016,2017,32.0,11.0,1325,0,0.0,36.0,12169.0,0.1999999999999999,5.286,110627.27,akhilliylobanov,0.0
290,2016,2017,0.0,0.0,133,0,0.0,154.0,82167.0,0.2666666666666667,24.0,8216700.0,online_ashaleet,1.0
260,2016,2017,0.0,4.0,135,0,0.0,126.0,52564.0,0.7857142857142857,25.143,1314100.0,dannie_dayhuff,1.0
132,2016,2017,0.0,1.0,52,0,0.0,66.0,240541.0,0.4615384615384615,14.143,24054100.0,kamiwatts3371,1.0
122,2016,2017,0.0,0.0,50,0,0.0,72.0,244844.0,0.375,13.571,24484400.0,evelincomic,1.0
765,2016,2017,0.0,0.0,402,0,0.0,140.0,53021.0,0.8,22.714,5302100.0,jetta_wawi,1.0
263,2016,2017,0.0,0.0,127,0,0.0,134.0,56254.0,0.1999999999999999,24.857,5625400.0,samuels2503,1.0
16123,2016,2017,36.0,109.0,5,0,0.0,158.0,438852.0,0.0,22.714,402616.51,wermagmich,0.0
416,2016,2017,0.0,2.0,229,0,0.0,138.0,44321.0,0.2666666666666667,25.143,2216050.0,hammer_malenama,1.0
