HasProfilePicture,following,follower,HasAccountDescription,likes,posts,AverageNumberOfHashtags,AverageNumberOfComments,AverageNumberOfShare,AverageNumberOfLikes,AverageNumberOfLinkedProfiles,AverageNumberOfViews,IsABot,username
1.0,1399.0,4339.0,1.0,34000.0,20.0,3.75,2.95,0.35,93.05,0.0,1094.45,0.0,
1.0,165.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1019.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,77.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,2770.0,81.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,12.0,1.0,
1.0,1009.0,24.0,1.0,2.0,3.0,4.0,0.0,0.0,0.67,0.0,4.0,1.0,
1.0,424.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,557.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,946.0,45.0,1.0,189.0,10.0,4.2,1.5,0.2,18.8,0.0,229.3,1.0,
1.0,897.0,68.0,1.0,225.0,4.0,1.0,3.5,1.0,56.25,0.25,398.75,1.0,
1.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,529.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1563.0,42.0,0.0,10400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,306.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,9975.0,7100.0,1.0,1521.0,3.0,2.0,0.0,0.0,185.67,0.0,317.67,1.0,
1.0,281.0,24.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,41.0,204.0,1.0,271.0,6.0,1.5,0.83,0.67,45.17,0.17,811.33,0.0,
1.0,130.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,605.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,230.0,183.0,1.0,594.0,7.0,4.43,1.43,0.43,84.57,0.86,2478.0,0.0,
0.0,88.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,3076.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,146.0,55.0,1.0,3646.0,20.0,2.3,2.45,0.45,78.25,0.05,632.95,0.0,
1.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,73.0,463.0,0.0,4715.0,13.0,4.85,5.23,12.31,362.69,0.08,4321.08,0.0,
1.0,212.0,216.0,1.0,1648.0,3.0,0.33,1.67,0.0,9.0,0.33,147.67,0.0,
1.0,86.0,16700.0,1.0,307900.0,20.0,1.7,4.55,0.4,151.55,0.1,877.75,0.0,
1.0,104.0,4217.0,1.0,61200.0,20.0,4.4,5.65,3.25,138.85,0.3,2764.05,0.0,
1.0,360.0,19.0,0.0,3.0,12.0,0.0,0.0,0.0,0.25,0.0,0.75,1.0,
1.0,531.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,230.0,147.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,156.0,31.0,0.0,50.0,20.0,0.3,0.0,0.0,1.6,0.15,7.6,1.0,
1.0,967.0,437.0,1.0,138.0,2.0,3.5,6.5,0.0,69.0,0.5,304.0,0.0,
1.0,548.0,37.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,
1.0,82.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,51.0,112500.0,1.0,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,2472.0,746.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,126400.0,1.0,
0.0,187.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,992.0,44.0,0.0,5.0,1.0,0.0,0.0,1.0,5.0,0.0,10.0,1.0,
1.0,1258.0,1390.0,1.0,270.0,2.0,0.0,11.0,0.0,135.0,0.5,234.5,1.0,
1.0,1034.0,15.0,0.0,5.0,11.0,6.27,0.0,0.0,0.45,0.0,1.45,1.0,
1.0,176.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,55.0,115.0,1.0,13100.0,5.0,0.6,107.0,74.2,2617.0,0.0,21447.0,0.0,
1.0,125.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,81.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,103.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,80.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,245.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,60.0,79.0,0.0,1727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,945.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,134.0,84.0,1.0,29.0,1.0,4.0,0.0,0.0,29.0,0.0,186.0,0.0,
1.0,3930.0,461.0,1.0,777.0,20.0,0.4,0.35,1.0,8.0,0.15,30.25,1.0,
1.0,166.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,50.0,34.0,1.0,407.0,8.0,6.88,1.12,1.75,50.88,0.0,503.25,0.0,
1.0,2888.0,85.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,423.0,1.0,
1.0,830.0,26.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.5,1.0,
1.0,2874.0,87.0,1.0,24.0,11.0,0.91,0.09,0.0,2.18,0.0,5.36,1.0,
1.0,101.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,481.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,4952.0,241.0,0.0,186.0,10.0,0.0,0.4,0.0,18.6,0.0,102.4,0.0,
1.0,655.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,79.0,151100.0,1.0,690700.0,20.0,0.05,7.45,6.1,654.3,0.0,12630.85,0.0,
1.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1254.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,383.0,19.0,0.0,2.0,20.0,0.0,0.0,0.0,0.1,0.0,0.55,1.0,
1.0,31.0,2.0,0.0,9.0,1.0,0.0,0.0,0.0,9.0,0.0,423.0,1.0,
1.0,121.0,635000.0,1.0,21800000.0,20.0,9.35,1114.7,1965.1,147330.0,0.0,855040.0,0.0,
1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,235.0,212.0,0.0,894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,358.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,82.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,983.0,745.0,1.0,4314.0,20.0,1.2,12.7,0.15,47.05,0.45,139.75,0.0,
1.0,277.0,27.0,0.0,34.0,7.0,1.29,0.86,0.0,4.86,0.0,23.43,0.0,
1.0,103.0,31.0,1.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,384.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1533.0,31000.0,1.0,84500.0,20.0,5.15,858.05,36.4,1053.85,0.4,5840.95,0.0,
1.0,202.0,535.0,1.0,3813.0,7.0,1.57,5.71,2.43,105.29,0.57,472.86,0.0,
1.0,30.0,2563.0,1.0,152.0,3.0,1.33,1.67,0.67,16.67,0.0,78.33,0.0,
1.0,158.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,411.0,187.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,6603.0,167.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,52.0,22700.0,1.0,110600.0,20.0,2.65,38.4,157.2,5250.7,0.35,38166.6,0.0,
1.0,220.0,222.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,232.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,373.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,142.0,1100000.0,1.0,27100000.0,20.0,1.25,591.5,631.75,128429.95,0.6,878430.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,319.0,564.0,1.0,163.0,3.0,1.33,2.67,0.0,51.67,0.0,293.0,0.0,
1.0,119.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,365.0,292.0,1.0,4431.0,3.0,0.33,1.0,0.0,27.0,1.0,143.33,0.0,
1.0,676.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,468.0,26.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,379.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,109.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,129.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,17.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,291.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,54.0,1327.0,1.0,48200.0,20.0,4.8,133.7,30.55,1405.9,0.05,27775.45,0.0,
1.0,38.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,3.0,33.0,1.0,302.0,12.0,6.83,2.25,0.17,22.58,0.0,333.83,0.0,
1.0,471.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,86.0,106500.0,1.0,446800.0,20.0,2.65,92.2,73.2,4666.65,0.0,68955.2,0.0,
1.0,115.0,71.0,1.0,858.0,15.0,6.93,1.53,2.07,57.2,0.0,536.6,0.0,
1.0,93.0,617300.0,0.0,2900000.0,20.0,6.45,2887.3,4690.5,113620.0,0.45,706560.0,0.0,
1.0,380.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,714.0,352.0,1.0,423.0,20.0,6.5,0.7,0.0,12.8,0.15,49.45,1.0,
1.0,162.0,5.0,0.0,7.0,1.0,0.0,2.0,0.0,7.0,0.0,50.0,0.0,
1.0,194.0,28000.0,1.0,645600.0,20.0,0.9,31.05,33.8,1366.8,0.1,27570.1,0.0,
1.0,131.0,12.0,1.0,115.0,15.0,0.2,0.0,0.07,7.67,0.07,96.87,1.0,
1.0,126.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,214.0,51200.0,1.0,297600.0,20.0,4.0,17.15,53.1,1037.15,0.1,6550.6,0.0,
1.0,191.0,98700.0,1.0,379600.0,20.0,3.2,68.7,183.75,14788.75,0.05,147360.0,0.0,
1.0,85.0,563600.0,0.0,15800000.0,20.0,2.4,736.3,1517.15,70248.05,0.15,482305.0,0.0,
1.0,2911.0,233.0,1.0,165.0,18.0,1.67,1.89,0.0,9.17,0.89,44.67,0.0,
1.0,1910.0,45.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,
1.0,16.0,7.0,1.0,21.0,1.0,2.0,0.0,0.0,21.0,0.0,193.0,0.0,
1.0,2866.0,4814.0,1.0,474.0,5.0,0.0,4.6,1.6,94.8,0.0,418.2,1.0,
1.0,679.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,399.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,170.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,116.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,2368.0,112.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,
1.0,158.0,1100000.0,1.0,14700000.0,20.0,2.5,2506.6,3068.85,241755.0,0.2,1885905.0,0.0,
1.0,107.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,424.0,6.0,0.0,0.0,3.0,0.0,0.0,1.33,0.0,0.0,46.33,1.0,
1.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,908.0,44.0,1.0,17.0,3.0,0.0,0.0,0.0,5.67,0.0,110.67,1.0,
1.0,355.0,22.0,1.0,168.0,20.0,1.1,0.1,0.0,1.65,0.2,38.45,0.0,
1.0,2941.0,5194.0,1.0,29000.0,20.0,0.25,2.6,0.75,28.8,0.35,198.95,0.0,
0.0,148.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,108.0,780400.0,1.0,15000000.0,20.0,1.65,358.5,1110.15,90040.0,0.15,447785.0,0.0,
1.0,4406.0,1331.0,1.0,4283.0,20.0,6.15,0.45,0.0,9.5,0.95,103.65,0.0,
1.0,10.0,1.0,1.0,11.0,6.0,4.17,0.0,0.0,1.83,0.17,65.83,0.0,
1.0,150.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,514.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,485.0,221.0,1.0,8278.0,20.0,0.7,5.2,0.15,66.25,0.65,376.4,0.0,
1.0,0.0,13100.0,1.0,112700.0,20.0,2.3,22.65,29.9,1268.05,0.0,23659.7,0.0,
1.0,342.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,107.0,736800.0,1.0,5600000.0,20.0,0.15,85.45,35.1,8658.2,0.25,55630.0,0.0,
0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,323.0,4800000.0,1.0,171700000.0,20.0,4.05,1080.8,2047.15,135630.0,0.75,803435.0,0.0,
1.0,156.0,418.0,1.0,553.0,1.0,0.0,2.0,0.0,117.0,0.0,603.0,0.0,
1.0,331.0,59.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,616.0,207.0,1.0,175.0,2.0,5.0,12.5,0.5,87.5,0.5,654.0,0.0,
1.0,53.0,561.0,1.0,705.0,15.0,2.93,0.33,1.0,47.0,0.13,86.33,1.0,
1.0,7088.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,41.0,16.0,1.0,59.0,20.0,0.7,1.15,0.0,2.6,0.55,12.4,0.0,
1.0,644.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,289.0,14000.0,1.0,121200.0,20.0,8.65,3.9,9.15,73.6,0.05,814.0,0.0,
1.0,116.0,20500.0,1.0,52000.0,20.0,0.4,213.25,18.55,825.4,0.05,56368.3,0.0,
1.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,545.0,63.0,1.0,522.0,16.0,5.06,0.5,0.69,26.44,0.0,732.44,0.0,
1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,126.0,628700.0,1.0,3800000.0,3.0,1.33,434.33,1419.0,37303.0,0.0,230033.33,0.0,
1.0,1706.0,79.0,1.0,20.0,6.0,0.33,0.0,0.0,3.33,0.0,23.83,0.0,
1.0,1406.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1417.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,113.0,66000.0,1.0,1300000.0,20.0,1.65,44.4,121.15,3309.1,0.2,66030.0,0.0,
1.0,83.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,112.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,101.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,398.0,65.0,1.0,395.0,3.0,2.0,7.33,0.0,24.33,0.0,368.33,0.0,
1.0,281.0,60.0,1.0,49.0,2.0,2.0,0.0,0.0,24.5,0.0,90.5,1.0,
1.0,87.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,386.0,98.0,1.0,681.0,9.0,1.33,1.33,0.0,23.11,0.0,67.89,0.0,
1.0,451.0,5.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,604.0,26.0,0.0,5.0,3.0,0.0,0.0,0.0,1.33,0.0,5.33,1.0,
1.0,1035.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,88.0,348000.0,1.0,6500000.0,20.0,0.0,339.2,134.95,66875.3,0.15,865313.75,0.0,
1.0,49.0,69800.0,1.0,681200.0,20.0,1.95,125.75,532.45,18536.55,0.1,178559.7,0.0,
1.0,71.0,552.0,1.0,1294.0,3.0,4.67,16.67,5.67,430.0,0.33,4719.33,0.0,
1.0,2313.0,199.0,0.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,15.0,1.0,
1.0,89.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,121.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,820.0,194.0,0.0,21.0,3.0,0.0,0.0,1.0,7.0,0.0,14.0,1.0,
1.0,1238.0,419.0,1.0,659.0,20.0,0.5,0.35,0.0,2.25,0.1,15.15,0.0,
1.0,1918.0,125.0,1.0,20.0,1.0,0.0,0.0,0.0,20.0,0.0,37.0,1.0,
1.0,105.0,246.0,1.0,2812.0,20.0,1.95,1.7,0.05,34.95,0.05,237.6,0.0,
1.0,8.0,532100.0,1.0,8400000.0,20.0,5.6,1439.65,549.0,34875.7,0.95,428484.95,0.0,
1.0,1289.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,42.0,3.0,1.0,12.0,5.0,5.4,0.4,0.0,2.4,0.4,4.8,0.0,
1.0,73.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,485.0,114.0,1.0,436.0,20.0,0.2,0.9,0.1,14.25,0.2,40.9,1.0,
1.0,35.0,11000.0,0.0,278700.0,20.0,1.3,10.8,11.0,749.25,0.2,17344.65,0.0,
1.0,17.0,1200000.0,1.0,12100000.0,20.0,2.9,150.95,611.4,23778.6,0.05,278184.95,0.0,
1.0,495.0,197.0,1.0,106.0,16.0,2.56,0.12,0.19,6.62,0.56,14.06,1.0,
1.0,347.0,14.0,0.0,5.0,12.0,0.0,0.0,0.0,0.42,0.0,1.08,1.0,
1.0,105.0,194600.0,1.0,5700000.0,20.0,5.7,680.9,820.95,88910.55,0.35,372061.5,0.0,
1.0,98.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,798.0,23.0,1.0,4.0,3.0,0.33,0.67,0.0,1.33,0.0,43.33,1.0,
1.0,53.0,20.0,0.0,360.0,9.0,1.56,3.67,0.33,40.0,0.11,311.67,0.0,
1.0,1702.0,448.0,0.0,1708.0,14.0,0.0,16.21,1.0,117.5,0.0,156.93,1.0,
1.0,476.0,6098.0,1.0,152400.0,20.0,3.15,3.6,1.45,125.1,0.15,439.25,0.0,
1.0,4.0,7.0,0.0,13.0,5.0,0.0,0.0,0.0,2.6,0.6,17.6,0.0,
1.0,397.0,310.0,1.0,14100.0,20.0,3.95,0.5,0.0,4.3,0.15,21.65,0.0,
1.0,803.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,22.0,90000.0,1.0,2200000.0,20.0,6.35,60.05,42.35,4765.15,0.1,38034.95,0.0,
1.0,18.0,164.0,0.0,1349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,320.0,87.0,0.0,1668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,95.0,530800.0,1.0,9200000.0,20.0,5.5,272.0,159.7,11307.7,0.15,77175.0,0.0,
1.0,138.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,48.0,17.0,1.0,196.0,3.0,0.33,0.0,0.0,7.33,0.0,44.67,0.0,
1.0,352.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,2049.0,1077.0,1.0,29.0,6.0,3.17,0.17,0.17,4.83,0.0,18.67,1.0,
1.0,379.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,715.0,996700.0,1.0,29500000.0,20.0,4.6,219.15,44.05,25224.35,0.15,136060.0,0.0,
1.0,0.0,696.0,1.0,339.0,2.0,0.0,3.5,8.5,169.5,0.0,2449.5,0.0,
1.0,160.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,107.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,88.0,68300.0,1.0,3200000.0,3.0,2.33,104.0,55.67,1980.33,0.33,11309.0,0.0,
1.0,120.0,67.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,266.0,140.0,0.0,6609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,549.0,754300.0,1.0,30600000.0,20.0,0.2,1811.85,354.55,81495.0,0.3,499220.0,0.0,
1.0,2676.0,98.0,1.0,8.0,2.0,0.5,0.0,0.0,2.5,0.0,23.0,1.0,
1.0,7014.0,5360.0,1.0,15300.0,20.0,1.9,3.4,1.0,45.0,0.1,497.7,1.0,
1.0,812.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,117.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,19.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,
1.0,52.0,201100.0,1.0,4200000.0,20.0,2.8,2847.35,523.3,42087.85,0.35,847375.0,0.0,
1.0,67.0,377800.0,1.0,7800000.0,20.0,3.45,180.0,449.0,40706.55,0.0,226326.25,0.0,
1.0,514.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,26.0,213.0,1.0,1010.0,6.0,2.5,4.17,0.67,162.33,1.0,4556.83,0.0,
1.0,834.0,32.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,3.5,1.0,
1.0,564.0,45.0,1.0,77.0,4.0,0.0,0.25,0.0,19.25,0.0,388.0,1.0,
1.0,82.0,19.0,0.0,37.0,1.0,3.0,2.0,0.0,37.0,0.0,323.0,0.0,
1.0,138.0,2.0,1.0,5.0,2.0,0.0,0.0,0.0,2.5,0.0,327.5,1.0,
1.0,20.0,70.0,1.0,70.0,9.0,3.67,2.44,0.0,6.89,0.11,100.78,0.0,
1.0,44.0,111.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,83.0,51.0,1.0,206.0,4.0,8.75,3.5,1.25,51.5,0.0,563.25,0.0,
1.0,580.0,17.0,1.0,196.0,9.0,3.78,0.89,0.33,20.44,0.0,485.33,0.0,
1.0,210.0,8.0,0.0,5.0,2.0,1.0,0.0,0.0,2.5,1.0,5.5,1.0,
1.0,855.0,35.0,1.0,3.0,2.0,2.0,0.0,1.0,1.5,0.0,2.0,1.0,
1.0,51.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,17.0,1849.0,1.0,55900.0,14.0,3.93,36.93,85.57,3971.93,0.14,53203.21,0.0,
1.0,969.0,395.0,1.0,2432.0,20.0,0.15,0.1,1.0,5.05,0.05,10.75,1.0,
1.0,282.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,198.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,132.0,18500.0,1.0,86900.0,20.0,0.7,5.05,33.0,2300.7,0.1,26762.25,0.0,
