HasProfilePicture,following,follower,HasAccountDescription,likes,posts,AverageNumberOfHashtags,AverageNumberOfComments,AverageNumberOfShare,AverageNumberOfLikes,AverageNumberOfLinkedProfiles,AverageNumberOfViews,IsABot,username
1.0,314.0,13300.0,1.0,134000.0,20.0,8.9,44.65,0.4,276.1,2.1,2953.2,0.0,
1.0,649.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,12.0,18.0,0.0,180.0,20.0,0.05,0.0,0.0,2.35,0.0,48.15,0.0,
1.0,2607.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1127.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,9991.0,613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,4210.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,119.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1387.0,71.0,0.0,26.0,4.0,0.0,0.0,0.0,6.5,0.0,89.5,1.0,
1.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,145.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,258.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,221.0,319000.0,1.0,11700000.0,20.0,0.0,593.3,411.2,19000.85,0.0,58205.0,0.0,
1.0,337.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,56.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,259.0,1800000.0,1.0,45700000.0,20.0,4.35,2804.5,938.35,155850.0,0.8,1157080.0,0.0,
1.0,524.0,31.0,1.0,22.0,3.0,2.0,0.0,0.0,7.33,0.0,115.67,1.0,
1.0,121.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,102.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,9339.0,256.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,123.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,436.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,286.0,202.0,1.0,1430.0,20.0,0.55,1.35,1.0,18.65,0.0,166.9,1.0,
1.0,335.0,212.0,0.0,4628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,153.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,64.0,1200000.0,1.0,11600000.0,20.0,0.95,376.7,908.25,65126.35,0.45,1235440.0,0.0,
1.0,322.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,203.0,1469.0,1.0,22100.0,20.0,2.0,2.35,1.15,42.9,0.15,284.1,0.0,
1.0,51.0,257.0,1.0,10.0,3.0,3.0,0.67,0.0,3.33,0.0,116.0,0.0,
1.0,169.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,242.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,140.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1319.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,408.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,45.0,8079.0,0.0,270100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,6296.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,508.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1039.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1570.0,71.0,1.0,12.0,3.0,0.0,0.0,0.67,4.0,0.0,76.0,1.0,
1.0,47.0,452300.0,1.0,7300000.0,20.0,2.05,234.55,70.2,6901.15,0.15,145675.85,0.0,
1.0,329.0,13.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.27,1.0,
1.0,1438.0,47.0,1.0,3.0,2.0,0.0,0.0,0.0,1.5,0.0,106.5,1.0,
1.0,381.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,123.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,87.0,96.0,1.0,2931.0,3.0,0.0,6.0,1.0,175.33,0.0,831.67,0.0,
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,257.0,2549.0,1.0,25600.0,20.0,1.15,4.85,0.1,33.25,0.15,230.15,0.0,
1.0,20.0,359600.0,1.0,3800000.0,20.0,0.75,1088.45,750.55,34900.0,0.05,222810.0,0.0,
1.0,478.0,2677.0,0.0,13000.0,20.0,4.1,0.45,0.0,8.6,0.0,90.15,0.0,
1.0,190.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,155.0,295900.0,1.0,5400000.0,20.0,4.6,1997.25,907.35,204802.55,0.3,1050404.95,0.0,
1.0,32.0,8.0,0.0,4.0,1.0,1.0,0.0,0.0,4.0,0.0,86.0,0.0,
1.0,1496.0,617.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1800.0,103.0,0.0,7.0,14.0,0.0,0.0,0.0,0.5,0.0,4.29,1.0,
1.0,261.0,28.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,
1.0,140.0,8.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,767.0,1455.0,0.0,1321.0,4.0,2.75,13.0,1.0,330.25,0.0,1855.25,1.0,
1.0,88.0,445900.0,1.0,7000000.0,20.0,0.0,176.45,101.4,17538.65,0.15,290650.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,152.0,162.0,1.0,3113.0,20.0,5.1,6.4,7.05,74.4,0.1,590.35,0.0,
1.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,120.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,107.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,529.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,173.0,1800000.0,1.0,37700000.0,9.0,0.56,167.33,38.89,20699.11,0.44,253922.22,0.0,
1.0,74.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,160.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,266.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,85.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,41.0,27.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,93.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,2909.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,616.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,224.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,156.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,
1.0,427.0,45.0,1.0,24.0,4.0,5.0,0.25,1.0,6.0,0.25,32.75,1.0,
1.0,19.0,165000.0,1.0,1300000.0,20.0,0.4,34.45,39.95,3834.1,0.15,32373.6,0.0,
1.0,4133.0,338.0,0.0,817.0,20.0,1.6,5.7,0.2,35.55,0.15,469.95,0.0,
1.0,1900.0,99.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,21.0,1.0,
1.0,109.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,46.0,103.0,1.0,589.0,3.0,5.0,1.0,1.0,9.33,0.0,192.0,0.0,
1.0,25.0,58.0,1.0,456.0,2.0,1.0,4.5,2.0,191.5,0.5,1664.5,0.0,
1.0,82.0,3942.0,0.0,137400.0,17.0,7.35,100.94,1071.94,8081.76,0.0,73614.71,0.0,
1.0,479.0,25.0,0.0,82.0,4.0,0.0,1.0,0.0,20.5,0.0,671.0,1.0,
1.0,1068.0,342.0,1.0,2744.0,20.0,3.9,5.9,0.05,18.6,0.65,86.55,0.0,
1.0,1261.0,3053.0,1.0,5177.0,20.0,1.95,9.7,5.7,222.85,0.15,1922.55,0.0,
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1317.0,5731.0,1.0,582.0,16.0,1.81,3.38,1.0,36.38,0.06,73.62,1.0,
1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,312.0,128.0,0.0,155.0,11.0,1.73,2.82,0.82,11.91,0.27,713.45,0.0,
1.0,105.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,389.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1087.0,1043.0,0.0,10400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,76.0,13.0,1.0,14.0,2.0,0.0,0.0,0.0,7.0,0.0,33.0,0.0,
1.0,104.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,3527.0,93.0,0.0,43.0,20.0,1.0,0.0,0.0,0.95,0.0,2.0,1.0,
1.0,3598.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,0.0,0.0,0.0,26.0,1.0,5.0,0.0,0.0,26.0,0.0,296.0,1.0,
1.0,45.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,65.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,989.0,2237.0,1.0,34300.0,20.0,1.45,4.7,0.05,33.15,0.25,274.6,0.0,
1.0,349.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,691.0,89.0,1.0,1153.0,2.0,2.0,184.0,1.0,576.5,0.0,24050.0,1.0,
1.0,2783.0,178.0,1.0,426.0,8.0,3.0,0.88,0.25,21.88,0.25,145.5,0.0,
1.0,67.0,42200.0,1.0,87400.0,17.0,2.53,46.12,108.12,5138.82,0.06,117258.53,0.0,
1.0,644.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,305.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,7.0,972300.0,1.0,17500000.0,20.0,0.05,1563.85,738.5,137340.0,0.25,1012730.0,0.0,
1.0,438.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,173.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,141.0,132.0,1.0,180.0,11.0,2.91,3.82,0.09,16.36,0.0,118.91,0.0,
1.0,56.0,44.0,1.0,806.0,4.0,4.25,11.0,2.5,195.75,0.0,1914.0,0.0,
1.0,834.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,43.0,686.0,1.0,6127.0,20.0,6.2,0.55,0.0,3.8,0.4,72.3,0.0,
1.0,147.0,3.0,0.0,8.0,20.0,0.1,0.0,0.0,0.3,0.05,2.5,1.0,
1.0,1162.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,94.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,847.0,39.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,3.5,1.0,
1.0,166.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,227.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,486.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,184.0,12400000.0,1.0,143000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,124.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,370.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,85.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,86.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,122.0,5.0,0.0,18.0,11.0,0.18,0.0,0.0,1.55,0.09,46.45,1.0,
1.0,312.0,32.0,1.0,4.0,1.0,0.0,0.0,1.0,4.0,0.0,4.0,1.0,
1.0,2487.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,177.0,33.0,0.0,6.0,1.0,0.0,0.0,0.0,6.0,0.0,20.0,0.0,
1.0,714.0,1904.0,0.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,97.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,2609.0,1879.0,1.0,339.0,9.0,0.0,0.0,1.0,37.67,0.0,58.22,1.0,
1.0,81.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,152.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,54.0,130.0,1.0,601.0,20.0,0.0,2.85,0.0,14.05,0.45,102.9,0.0,
1.0,59.0,388800.0,1.0,2700000.0,20.0,5.8,876.9,447.35,24983.55,0.0,341370.0,0.0,
1.0,1095.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,821.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,74.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,113.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,263.0,43.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,404.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,2203.0,87.0,1.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,22.0,1.0,
1.0,1243.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,39.0,81400.0,1.0,516299.0,20.0,1.2,304.35,362.8,22160.75,0.05,281699.25,0.0,
1.0,2491.0,2186.0,1.0,388.0,1.0,0.0,19.0,8.0,388.0,0.0,1858.0,1.0,
1.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,111.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1015.0,12500.0,1.0,275900.0,20.0,4.2,7.95,9.7,178.4,0.1,1320.25,0.0,
1.0,324.0,74.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,3800.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,67.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,159.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,122.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,481.0,77.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,9.0,1.0,
1.0,1055.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,139.0,71.0,0.0,204.0,6.0,4.33,0.67,0.83,34.0,0.0,281.17,1.0,
1.0,69.0,5900000.0,1.0,219000000.0,20.0,7.05,20882.95,42952.55,2043310.0,0.1,11437500.0,0.0,
1.0,93.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,113.0,91.0,1.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,167.0,37.0,1.0,161.0,3.0,2.67,6.67,1.0,53.67,0.0,1000.67,0.0,
1.0,10.0,18.0,0.0,156.0,20.0,0.35,0.1,0.0,2.95,0.1,79.4,0.0,
0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,79.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,409.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,92.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1569.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,338.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1509.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,912.0,2324.0,1.0,101500.0,9.0,5.89,33.0,1.89,371.78,0.11,4510.89,0.0,
1.0,190.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,
1.0,19.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,646.0,253.0,1.0,193.0,20.0,2.5,0.1,1.0,3.3,0.0,9.5,1.0,
1.0,355.0,13900.0,1.0,112200.0,20.0,2.75,30.0,24.9,4883.7,0.0,47948.4,0.0,
1.0,250.0,129.0,1.0,759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,139.0,1900000.0,1.0,40300000.0,20.0,2.0,593.8,3413.7,117612.25,0.0,672365.0,0.0,
1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,747.0,26.0,0.0,33.0,4.0,0.0,0.0,0.0,8.25,0.0,198.75,1.0,
1.0,23.0,22.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,5569.0,258.0,0.0,18.0,2.0,0.0,0.0,0.0,9.0,0.0,49.5,1.0,
1.0,725.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,353.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,940.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,8.0,366400.0,1.0,3500000.0,3.0,0.0,14.33,100.67,3717.0,0.0,52000.33,0.0,
1.0,240.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,69.0,742.0,1.0,36800.0,20.0,4.25,0.6,0.1,6.6,0.05,5247.65,0.0,
0.0,34.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1251.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,191.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,15.0,2312.0,1.0,42900.0,20.0,0.25,11.75,5.1,232.3,0.05,1032.05,0.0,
1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,171.0,4.0,0.0,14.0,1.0,3.0,1.0,0.0,14.0,1.0,391.0,0.0,
1.0,353.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,982.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,407.0,2600000.0,1.0,98100000.0,20.0,0.7,2550.1,2264.0,322520.0,0.65,1838715.0,0.0,
1.0,92.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,142.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,95.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,22.0,130300.0,1.0,1600000.0,20.0,0.45,278.45,1024.9,19198.7,0.1,185485.0,0.0,
1.0,527.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,662.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1205.0,28.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,2665.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,299.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,194.0,4.0,0.0,5.0,12.0,0.42,0.0,0.0,0.25,0.0,0.75,1.0,
1.0,189.0,68.0,1.0,501.0,20.0,1.6,0.4,0.1,12.35,0.0,109.1,0.0,
1.0,3860.0,188.0,0.0,70.0,2.0,0.0,0.0,0.0,35.0,0.0,410.5,1.0,
1.0,1081.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,312.0,11.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,425.0,273.0,1.0,11.0,2.0,2.5,0.0,0.0,5.0,0.0,13.0,1.0,
1.0,299.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,122.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,334.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1904.0,19400.0,1.0,20100.0,20.0,0.45,8.35,0.5,216.9,0.0,693.7,1.0,
1.0,137.0,133.0,1.0,1003.0,20.0,1.2,7.25,0.15,32.7,0.35,375.3,0.0,
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,141.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,127.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,204.0,1000000.0,1.0,15200000.0,20.0,0.05,1038.9,431.8,104030.0,0.35,731850.0,0.0,
1.0,135.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,4.0,5.0,1.0,10.0,2.0,1.0,1.0,0.0,5.0,0.0,102.0,0.0,
1.0,68.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,288.0,138.0,1.0,1410.0,20.0,6.75,2.5,0.2,26.8,0.15,130.45,0.0,
1.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,20.0,23300.0,1.0,245700.0,20.0,6.2,15.6,1.9,278.7,0.35,2514.1,0.0,
1.0,1680.0,171.0,1.0,7.0,5.0,0.0,0.0,0.0,1.4,0.0,23.4,1.0,
1.0,415.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,838.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,15.0,614600.0,1.0,12800000.0,20.0,2.9,1148.9,2305.75,68070.0,0.0,372640.0,0.0,
1.0,798.0,46.0,1.0,264.0,20.0,4.35,0.2,0.0,5.65,0.1,27.55,0.0,
1.0,80.0,39000.0,1.0,214000.0,20.0,8.6,44.5,3.35,760.35,0.15,6323.35,0.0,
1.0,1833.0,232.0,1.0,4032.0,20.0,6.1,14.25,2.5,45.35,0.15,291.35,0.0,
1.0,314.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,316.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,1246.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,12.0,16.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,297.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,531.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.0,112.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
