verified,statuses,location,date_joined,most_recent_post,following,followers,likes,lists,tweet_language,tweets_this_week,retweet,retweeted_count,URL works,userNameScore,avg_tweets_by_hour_of_day,avg_ssgtweets_by_day_of_week,account_type,screen_name
1,16569,1,2013,2023,1636.0,6660.0,5692,98,1,13.0,168.0,44113.0,1,0.36,8.333,28.571,1,HRWcanada
0,87,0,2016,2017,0.0,3.0,33,0,1,0.0,52.0,229410.0,0,0.3846153846153846,3.208,11.0,1,simaward10451
0,4968,0,2015,0,293.0,126.0,5676,1,0,0.0,0.0,0.0,0,0.0833333333333333,0.0,0.0,1,ValentinLrnt
0,1327,0,2016,2017,32.0,6.0,1326,0,1,0.0,36.0,12169.0,0,0.0666666666666666,1.542,5.286,0,albertaksenov14
1,6078,1,2008,2023,1105.0,41792.0,41235,117,1,2.0,88.0,295788.0,1,0.4117647058823529,8.333,28.571,1,mollyfitz
1,15043,0,2009,2023,266.0,752539.0,6953,2150,8,0.0,70.0,195390.0,1,0.9230769230769232,8.25,28.286,1,YoncaEvcimik
1,2243,1,2015,2023,709.0,2670.0,3563,87,1,5.0,172.0,61524.0,1,0.125,8.333,28.571,1,somogettynews
0,3199,1,2011,2021,0.0,21.0,2257,3,1,0.0,134.0,358953.0,0,0.625,5.75,19.714,0,Pawnslol
0,12681,1,2011,2022,389.0,342.0,4659,0,1,0.0,60.0,472545.0,0,0.0833333333333333,7.958,27.286,0,SimonxSayzx3
0,139,1,2012,2017,0.0,47.0,18,0,20,0.0,46.0,14834.0,0,0.3846153846153846,5.542,19.0,1,andika_thomas
0,699,1,2008,2019,866.0,484.0,229,11,1,0.0,34.0,63316.0,0,1.0,7.708,26.429,1,jenspens
0,9461,1,2009,0,4720.0,3439.0,59038,95,0,0.0,0.0,0.0,0,0.1176470588235294,0.0,0.0,1,El_DoctorUriel
1,328,0,2016,2022,168.0,45851.0,9,102,1,0.0,0.0,24290.0,0,0.9230769230769232,8.167,28.0,1,PeterHermann
0,10480,1,2012,2022,52.0,8642.0,1725,73,1,0.0,196.0,660.0,1,0.9090909090909092,8.333,28.571,1,Dorset_Live
0,1980,0,2012,2021,13.0,7.0,1659,0,12,0.0,122.0,155764.0,0,0.4285714285714286,5.375,18.429,0,erv0711
0,2960,1,2009,2019,51.0,27.0,2320,1,1,0.0,122.0,270170.0,1,0.4166666666666666,5.458,18.714,0,jmellen
0,9873,1,2011,2023,468.0,262.0,20063,25,2,0.0,30.0,718688.0,1,0.9090909090909092,8.208,28.143,1,RyanKoncar
0,53956,1,2009,2023,440.0,1411.0,153,42,1,0.0,106.0,1028553.0,1,0.5,8.0,27.429,1,davidhanna
0,3091,1,2013,2017,12.0,3.0,2167,1,1,0.0,130.0,420080.0,0,0.5714285714285714,5.458,18.714,0,ryanspencer700
0,2164,1,2011,2023,39.0,80.0,4223,0,1,1.0,26.0,545488.0,0,0.7,8.292,28.429,1,MikeBr47wn
0,2957,1,2016,2017,0.0,2.0,1234,2,1,0.0,24.0,8501.0,0,0.1666666666666666,1.0,3.429,0,IulijMatveev
0,1054,0,2015,2017,986.0,8.0,741,0,1,0.0,136.0,462267.0,0,0.1999999999999999,5.667,19.429,0,21Hotpocket
0,123,1,2009,2023,2969.0,1652.0,16501,54,1,1.0,24.0,6600.0,1,0.5882352941176471,4.333,14.857,1,ebethsorrell
0,1749,1,2008,2023,152.0,148.0,20457,0,1,3.0,50.0,809589.0,0,0.0999999999999999,8.333,28.571,1,armacost
0,2443,1,2011,2023,1.0,445552.0,13,346,1,0.0,18.0,13137.0,1,0.7,8.25,28.286,1,gokhanozen
0,28576,1,2009,2023,8004.0,49693.0,52847,83,1,15.0,170.0,2929218.0,1,0.2727272727272727,8.208,28.143,1,JadaBrevett
0,87306,1,2009,2023,580.0,606.0,5332,16,23,6.0,154.0,2012684.0,1,0.75,8.208,28.143,1,leslierojas
0,1162,0,2010,2023,1362.0,82.0,17119,1,1,0.0,106.0,3880164.0,0,0.1666666666666666,8.25,28.286,1,kaleedoscope
0,169071,0,2016,2017,4385.0,558.0,195,38,1,0.0,0.0,24.0,0,1.0,8.292,28.429,0,enjoynewvideos
0,2976,1,2014,0,44.0,34.0,2517,1,0,0.0,0.0,0.0,0,0.3,0.0,0.0,0,Zsmit96
1,9529,1,2011,2023,135.0,1506662.0,2634,599,1,2.0,0.0,15789.0,1,1.0,8.292,28.429,0,enchufetv
0,16058,0,2016,2023,51.0,645.0,14592,9,1,26.0,34.0,72943.0,1,0.0,8.292,28.429,1,37cycles
0,1709,0,2014,2019,231.0,46.0,1145,0,13,0.0,122.0,286697.0,0,1.0,5.167,17.714,0,haohaoxiao85
1,171865,0,2009,2023,935.0,1370161.0,14789,7923,1,200.0,66.0,19931.0,1,0.9090909090909092,8.333,28.571,1,GQMagazine
0,2962,0,2015,2020,0.0,4.0,2097,0,1,0.0,138.0,434760.0,0,0.9166666666666666,6.208,21.286,0,ginnieburke
0,1664,0,2016,0,159.0,4.0,1117,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,IGFUCKLEE
0,9549,1,2009,2023,371.0,320.0,4612,2,1,24.0,4.0,6733.0,0,0.125,8.333,28.571,1,WhoaBrotato
0,46,0,2015,2018,0.0,9.0,174,0,1,0.0,30.0,828.0,0,0.125,1.75,6.0,0,ravensxlvii52
0,163,0,2014,2017,0.0,2.0,14,0,1,0.0,12.0,234138.0,0,0.25,6.333,21.714,1,mia7rock
0,8225,0,2015,2023,74.0,95.0,8833,0,1,2.0,76.0,530099.0,0,0.0833333333333333,8.208,28.143,1,amartearsass
0,47,0,2013,2018,0.0,15.0,116,1,1,0.0,14.0,72306.0,0,0.2307692307692307,1.833,6.286,0,av_solution
1,11655,1,2010,2022,958.0,306794.0,201,1791,10,0.0,62.0,26464.0,0,0.6153846153846154,8.25,28.286,1,jordiGlez
1,528716,1,2007,2023,262.0,23760094.0,4,74942,1,200.0,0.0,11448.0,1,0.875,8.333,28.571,0,FoxNews
0,1506,1,2009,2022,234.0,78.0,638,3,10,0.0,118.0,25254.0,0,0.0,8.167,28.0,1,cosmoceutica
0,62,1,2010,2018,0.0,7.0,157,1,1,0.0,48.0,269281.0,0,0.0833333333333333,2.375,8.143,0,brettrettman
0,25933,0,2018,2022,9.0,20.0,17,6,1,0.0,0.0,1.0,0,0.1999999999999999,8.333,28.571,0,Cypher_B0t
0,9018,1,2011,2023,370.0,217.0,1190,11,1,3.0,10.0,3248.0,1,0.3846153846153846,8.333,28.571,1,therealCoast3
0,2177,1,2012,2017,54.0,0.0,2155,0,1,0.0,12.0,8718.0,0,0.4,0.5,1.714,0,maressada37r71p
0,7320,0,2011,2022,412.0,448.0,4636,0,1,0.0,10.0,665312.0,0,0.4,7.917,27.143,0,RutherfordSean
0,484,1,2011,0,111.0,77.0,507,0,0,0.0,0.0,0.0,1,0.6428571428571428,0.0,0.0,0,HAFRANKEL
0,4016,1,2009,2022,249.0,58.0,6098,0,1,0.0,134.0,423021.0,0,0.1538461538461538,8.167,28.0,1,ccbloom66
0,3828,1,2010,2017,0.0,23.0,2122,2,1,0.0,150.0,514694.0,0,0.25,6.25,21.429,0,leonov_a
0,35047,1,2010,2023,381.0,302025.0,12362,289,4,3.0,90.0,368270.0,1,0.5333333333333333,8.333,28.571,1,BENITOfz
1,91909,0,2008,2023,2152.0,806211.0,17153,3450,1,34.0,38.0,20184.0,1,1.0,8.333,28.571,1,WNBA
1,35103,1,2011,2023,406.0,771934.0,16996,857,8,141.0,126.0,499147.0,1,0.6,8.333,28.571,1,hakansukur
1,65648,1,2009,2023,928.0,113728.0,76229,1155,1,84.0,14.0,31777.0,1,0.4166666666666666,8.292,28.429,1,bmkibler
0,179,0,2012,2018,0.0,30.0,455,0,9,0.0,36.0,30394.0,0,0.0,6.917,23.714,0,DjBrunoPereira
0,2613,1,2009,2019,594.0,210.0,2308,9,1,0.0,120.0,2695160.0,1,0.1333333333333333,8.25,28.286,1,BBQsister
0,18571,1,2010,0,940.0,405.0,88116,32,0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,JeanniInABottle
0,105,1,2015,2018,12.0,13.0,0,0,6,0.0,0.0,444.0,1,0.1333333333333333,4.375,15.0,0,HazelAvellana__
0,564,1,2010,2018,0.0,161.0,73,0,25,0.0,68.0,127603.0,0,0.3076923076923077,7.458,25.571,0,s_putra88
0,9576,1,2010,2022,550.0,263.0,37382,6,1,0.0,4.0,15901.0,0,0.0999999999999999,8.333,28.571,1,BigDave360
0,52806,1,2009,2023,2395.0,6632.0,63415,251,1,64.0,84.0,108942.0,1,0.1666666666666666,8.292,28.429,1,Gloeschi
0,8301,0,2009,2019,575.0,43985.0,28,208,1,0.0,0.0,31.0,1,0.9230769230769232,8.333,28.571,1,RachaelFinch
0,5284,1,2013,2022,643.0,896.0,8245,1,1,0.0,70.0,1721312.0,0,0.6363636363636364,8.125,27.857,1,ZachWaka
1,117458,1,2008,2023,831.0,29261.0,1416,639,1,200.0,6.0,164.0,1,0.55,8.333,28.571,1,beaconjournal
1,7220,1,2011,2023,3719.0,6771.0,7665,210,1,13.0,72.0,141571.0,1,0.9230769230769232,8.333,28.571,1,Lindsay_Stein
1,90198,0,2011,2023,1521.0,9070712.0,56953,11578,3,199.0,172.0,3882.0,1,0.1428571428571429,8.292,28.429,1,AhlamAlShamsi
0,331,1,2012,2022,548.0,136.0,332,1,1,0.0,122.0,287849.0,0,0.0,6.125,21.0,1,vanaraj_bca
0,17075,1,2011,2023,396.0,515.0,35288,24,1,0.0,130.0,555101.0,0,1.0,7.958,27.286,1,CindeeeCeee
0,21605,1,2017,2023,54467.0,71955.0,76093,137,4,62.0,4.0,535.0,1,0.8,8.333,28.571,0,TrevorLeWoof
0,85707,1,2013,2023,656.0,1224.0,10372,2,10,21.0,22.0,102886.0,0,0.0,7.917,27.143,1,AgusBeux
0,776,0,2015,2022,514.0,243.0,1360,0,1,0.0,156.0,168673.0,0,0.9375,8.333,28.571,1,CharlesHuckvale
1,5881,0,2009,2023,423.0,794254.0,1765,2163,10,3.0,8.0,2410.0,1,0.5384615384615384,8.333,28.571,1,iambetocuevas
0,5117,1,2012,2023,666.0,368.0,2556,1,10,0.0,140.0,746642.0,0,0.5333333333333333,6.958,23.857,1,germangarciasor
0,11037,0,2007,2023,933.0,4017.0,7526,58,1,40.0,64.0,1102.0,1,0.0,8.167,28.0,1,windkoh
0,11043,1,2011,2023,955.0,778.0,348550,5,1,12.0,70.0,1580797.0,0,0.0,8.125,27.857,1,TyanaSamaia
1,16475,0,2009,2023,506.0,1456292.0,17343,6900,1,4.0,24.0,9298.0,1,0.7272727272727273,8.333,28.571,1,timminchin
0,268,0,2017,2017,0.0,1.0,143,0,1,0.0,138.0,85472.0,0,0.7857142857142857,7.042,24.143,1,jenice_carrier
0,216,0,2016,2017,0.0,3.0,117,0,1,0.0,134.0,206551.0,0,0.1764705882352941,7.375,25.286,1,ParkerComic
0,3087,1,2009,2018,74.0,248.0,2,6,1,0.0,0.0,5.0,1,0.2777777777777778,8.333,28.571,1,KIMBeautyBar
0,4324,1,2014,2023,97.0,133.0,73032,0,6,0.0,192.0,151035.0,0,0.3333333333333333,8.25,28.286,0,manojvellingir1
0,55,1,2013,2023,1958.0,607.0,98554,9,1,0.0,28.0,347608.0,1,0.9285714285714286,1.792,6.143,1,DaysunPerkins
0,15342,0,2017,2023,597.0,2174.0,62367,11,1,69.0,30.0,303078.0,0,0.3,8.333,28.571,1,BostonSuzM
0,450,0,2014,2022,298.0,76.0,1811,0,1,0.0,150.0,12091.0,0,0.5333333333333333,8.042,27.571,1,ljbiederman
0,134,0,2017,2021,190.0,66.0,1539,1,1,0.0,30.0,29638.0,0,0.3333333333333333,5.583,19.143,1,CaffertyFS
0,381,0,2016,2018,0.0,6.0,341,0,1,0.0,138.0,39425.0,0,0.1333333333333333,7.458,25.571,0,iovillamatveev2
0,180,1,2017,2017,0.0,25.0,35,0,1,0.0,94.0,15998.0,0,0.0666666666666666,3.917,13.429,0,erpLdK42O9nRUQJ
0,59418,1,2009,2023,1141.0,3044.0,149912,17,1,152.0,102.0,224074.0,1,0.4545454545454546,7.792,26.714,1,DerekBGayle
0,758,1,2011,2017,164.0,32.0,786,0,1,0.0,134.0,323430.0,0,0.1333333333333333,6.208,21.286,0,ThatoneguySNEAK
0,2634,0,2017,2023,137.0,47.0,10391,0,1,0.0,8.0,196490.0,0,0.1999999999999999,8.333,28.571,1,CuntyMcCuntstie
0,2072,0,2010,2017,105.0,46.0,1367,1,1,0.0,128.0,319991.0,1,0.0,5.375,18.429,0,littlewhite314
0,76629,1,2011,2023,791.0,1357.0,9679,1,1,0.0,42.0,408540.0,0,0.0,7.958,27.286,1,x__LadyKay
0,4,0,2022,2022,388.0,7.0,0,0,1,0.0,4.0,11651.0,0,0.1999999999999999,0.167,0.571,1,ReaganClare
0,55002,0,2010,2023,1525.0,638.0,84269,20,1,0.0,52.0,2560798.0,0,0.0833333333333333,8.167,28.0,1,Rhyuko
0,180,1,2009,2017,0.0,26.0,9,2,3,0.0,24.0,13354.0,0,0.5,4.958,17.0,1,twhitmyer
0,1305,1,2017,2023,44.0,19.0,916,0,1,0.0,122.0,306021.0,0,0.1538461538461538,5.792,19.857,0,uberfunphilly
1,10704,1,2008,2022,4902.0,57915.0,20771,1107,1,0.0,106.0,468757.0,1,0.3333333333333333,8.333,28.571,1,friedmanjon
0,2056,0,2017,2021,281.0,13.0,1348,1,1,0.0,98.0,218372.0,0,0.4166666666666666,5.833,20.0,0,etched_image
0,5474,0,2015,2016,198.0,12.0,13980,0,1,0.0,170.0,231933.0,0,0.4166666666666666,7.292,25.0,1,samara_osman
1,7151,1,2009,2023,2140.0,1868373.0,1386,9424,1,11.0,30.0,152233.0,1,0.9285714285714286,8.333,28.571,1,David_Ornstein
0,58857,0,2010,2023,444.0,986.0,835,53,13,5.0,76.0,682417.0,0,0.0,8.333,28.571,0,satonaoya
0,2171,0,2016,2023,0.0,16.0,2,11,4,7.0,0.0,1.0,0,0.2631578947368421,8.333,28.571,0,HeroGraveyard
0,890,1,2014,2020,69.0,66.0,1259,0,24,0.0,50.0,570390.0,1,0.1333333333333333,7.375,25.286,1,LazyassedWarrio
0,1324,0,2016,2017,36.0,7.0,1325,0,1,0.0,36.0,12169.0,0,0.1999999999999999,1.542,5.286,0,danilova_zarina
0,3006,1,2008,2017,30.0,26.0,1823,2,1,0.0,140.0,360462.0,0,0.125,5.917,20.286,1,paths4byzantium
1,25750,0,2009,2023,935.0,108816.0,838,438,1,3.0,140.0,15482.0,1,0.5,8.333,28.571,0,HarryFraud
0,134,0,2017,2017,0.0,0.0,20,0,3,0.0,112.0,71729.0,0,0.0,4.75,16.286,0,pwwduqrqnkzcyd1
0,2180,1,2012,2017,8.0,1.0,2158,1,1,0.0,12.0,8718.0,0,0.4,0.5,1.714,0,phillieho03s11m
0,1338,0,2011,2023,993.0,214.0,6587,0,1,0.0,36.0,490173.0,0,0.7692307692307692,8.167,28.0,1,AlexisKroupa
1,12536,0,2009,2023,118.0,836940.0,9995,5315,1,5.0,0.0,4085.0,1,0.9090909090909092,8.333,28.571,1,CrissAngel
1,17360,0,2010,2023,1506.0,33588.0,9685,868,1,2.0,10.0,498.0,1,0.5714285714285714,8.333,28.571,1,nadiamdrake
0,1088,1,2015,2016,71.0,23.0,88,0,1,0.0,180.0,93652.0,0,0.4615384615384615,7.792,26.714,0,markus_canoza
0,319888,1,2018,2023,4306.0,4405.0,404685,13,1,199.0,146.0,134535.0,1,0.0526315789473684,8.292,28.429,1,fuckcancer56
0,1758,1,2016,2020,18.0,0.0,1130,0,21,0.0,132.0,381598.0,0,0.125,5.625,19.286,0,damai369
0,1,0,2010,2015,0.0,53.0,0,0,1,0.0,0.0,2.0,0,0.8888888888888888,0.042,0.143,1,AdaCouns
1,9674,1,2012,2023,6608.0,12502.0,22675,113,1,7.0,160.0,230898.0,1,0.7692307692307692,8.333,28.571,1,rebeccacmyers
0,3097,0,2012,2017,0.0,22.0,2215,1,3,0.0,122.0,388853.0,0,0.9333333333333332,5.083,17.429,0,ColinWindebank
0,16631,0,2014,2023,365.0,297.0,61107,0,1,8.0,180.0,951935.0,0,0.0999999999999999,7.708,26.429,0,GeoArmenta
1,52244,1,2008,2023,2060.0,40770.0,18060,601,1,1.0,30.0,15743.0,1,0.3846153846153846,8.333,28.571,1,jenbrea
0,70803,1,2014,2023,117.0,101.0,56065,5,1,12.0,72.0,4701169.0,0,0.0,8.208,28.143,1,kookista
1,61362,1,2011,0,4882.0,6347.0,63335,194,0,0.0,0.0,0.0,1,0.9090909090909092,0.0,0.0,1,AnnBrenoff
0,1656,1,2009,2023,265.0,80.0,4796,2,1,7.0,0.0,6.0,0,0.0769230769230768,8.333,28.571,1,chapin1971
0,5901,1,2009,2022,184.0,25766.0,267,655,1,0.0,88.0,2477.0,1,0.4,8.333,28.571,1,nealadamsdotcom
0,347,1,2017,2017,9.0,16.0,44,0,1,0.0,146.0,38090.0,0,0.0666666666666666,6.125,21.0,0,JXcXJJhFe7NztX0
0,6891,1,2014,2021,583.0,2312.0,30652,89,1,0.0,50.0,1762145.0,1,0.4,8.292,28.429,1,astoldby_
1,9439,1,2007,2023,10057.0,11071.0,95715,873,1,17.0,34.0,82345.0,1,0.3571428571428571,4.917,16.857,1,leslie
1,187645,1,2009,2023,1653.0,177567.0,1707,5643,1,200.0,6.0,1194.0,1,0.5625,8.333,28.571,1,newrepublic
0,1421,0,2018,2023,361.0,81.0,20616,1,1,0.0,74.0,642428.0,0,0.1333333333333333,8.292,28.429,1,IrisYouWereHere
0,71,1,2009,2018,0.0,9.0,122,0,1,0.0,16.0,1289.0,1,0.0714285714285714,2.875,9.857,0,str8midwest
1,391,0,2013,2023,0.0,4341867.0,4,1071,7,0.0,2.0,4758268.0,0,0.4,8.292,28.429,1,actorvijay
0,4851,0,2012,2019,1.0,115709.0,110,0,10,0.0,148.0,1675.0,1,0.3636363636363636,8.333,28.571,1,Ser_ByTilsa
0,3284,0,2018,2022,481.0,67.0,20227,0,1,0.0,180.0,1792329.0,0,0.0,8.083,27.714,1,XEyedMutt
0,2284,1,2011,2023,1663.0,551.0,14073,6,1,2.0,4.0,1943.0,1,0.6923076923076923,8.292,28.429,1,TheGinaBrewer
1,53793,1,2009,2023,1382.0,99186.0,52984,0,1,24.0,8.0,60616.0,1,0.1666666666666666,8.333,28.571,1,emtothea
1,95393,1,2009,2023,1228.0,128239.0,567,2089,1,197.0,16.0,3052.0,1,0.4285714285714286,8.333,28.571,0,cnsnews
0,4125,1,2009,2023,373.0,88.0,1717,21,16,6.0,176.0,664121.0,0,0.3076923076923077,7.958,27.286,1,marco24980
0,1655,1,2012,2017,0.0,12.0,1110,0,1,0.0,132.0,453993.0,0,0.4166666666666666,5.542,19.0,0,TMarley68
0,1872,1,2009,0,87.0,19.0,1271,0,0,0.0,0.0,0.0,1,0.3157894736842105,0.0,0.0,0,nicole_elle17
0,23980,0,2012,2017,118.0,138.0,8369,2,1,0.0,114.0,260904.0,0,0.0999999999999999,4.792,16.429,1,kittehluvv
0,2535,0,2014,2018,4993.0,373.0,1816,5,1,0.0,116.0,269158.0,0,0.1333333333333333,4.875,16.714,0,bigpappapump123
0,53171,1,2012,2023,2833.0,2429.0,33508,9,1,127.0,168.0,203724.0,0,0.0,8.333,28.571,1,_cantguard_2
0,97,0,2012,2018,0.0,32.0,416,0,15,0.0,58.0,147929.0,0,0.1666666666666666,3.708,12.714,0,Clutch_Dragz
1,26483,1,2007,2023,1737.0,165531.0,20032,2322,1,3.0,38.0,827.0,1,0.7058823529411764,8.292,28.429,1,strandbookstore
0,1685,1,2009,0,427.0,100.0,158,3,0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0,madison_js
1,12656,0,2009,2023,2443.0,271545.0,1440,915,10,0.0,48.0,17971.0,1,0.7857142857142857,8.333,28.571,1,aymaralorenzo
0,1010,0,2009,2017,0.0,38.0,695,0,1,0.0,134.0,286342.0,0,1.0,5.625,19.286,0,Three4Ten
0,20667,0,2013,2022,289.0,512.0,16911,2,2,0.0,50.0,353217.0,0,0.1818181818181817,7.583,26.0,1,jojozerotwo
0,631,1,2015,2022,260.0,147.0,478,0,1,0.0,78.0,28033.0,1,0.1333333333333333,8.333,28.571,1,DrivinWMagellan
0,176202,1,2009,2023,390.0,544.0,24639,21,31,31.0,52.0,247181.0,0,0.0,8.333,28.571,1,fsp4ever
0,136,1,2018,2018,169.0,12.0,227,0,1,0.0,98.0,78845.0,0,0.0,4.125,14.143,0,joseph10111111
0,62599,1,2013,2023,1100.0,1670.0,241332,14,1,42.0,196.0,1069575.0,1,0.0,8.292,28.429,1,Awkwardly_Joce
0,332,1,2016,2020,29.0,19461.0,1519,113,1,0.0,0.0,110895.0,0,0.9230769230769232,8.25,28.286,1,customwaifus
0,1952,0,2012,2019,169.0,19.0,1324,1,2,0.0,128.0,304757.0,0,0.8888888888888888,5.375,18.429,0,TheWalls4
0,23,0,2012,2019,88.0,0.0,88,0,7,0.0,12.0,115631.0,0,1.0,0.75,2.571,0,JesseSoSerious
0,1397,1,2013,2023,392.0,726.0,2615,7,1,0.0,126.0,52574.0,1,0.0,8.333,28.571,1,Local2029
0,24830,1,2008,2022,37708.0,57808.0,206,0,4,0.0,158.0,10080.0,1,0.8823529411764706,8.292,28.429,1,BishopGaryEarls
0,5949,1,2014,2023,800.0,903.0,8229,17,1,0.0,50.0,209296.0,0,0.1052631578947368,8.208,28.143,1,katie_harmoney
1,8935,0,2010,2022,878.0,186049.0,306,1054,1,0.0,6.0,6308.0,0,0.5333333333333333,8.333,28.571,1,GovernorBullock
0,16634,1,2009,2023,4990.0,3902.0,30726,81,1,40.0,96.0,100242.0,1,0.8571428571428572,8.333,28.571,1,EricDirnbach
0,43482,1,2014,2023,1609.0,614.0,255594,9,1,15.0,180.0,916474.0,0,0.0714285714285714,8.25,28.286,1,quantum_mystic
1,947,1,2010,2023,2.0,3182236.0,1,9798,22,0.0,2.0,175761.0,1,0.4615384615384615,8.333,28.571,1,ActorLeeMinHo
1,4257,1,2009,2023,413.0,2229124.0,121,8625,1,5.0,8.0,51355.0,1,0.0555555555555555,8.333,28.571,1,kaj33
1,4340,0,2011,2022,1906.0,11825.0,8614,289,1,0.0,32.0,61090.0,1,0.9285714285714286,8.333,28.571,1,RachelSmolkin
0,4058,1,2009,2021,82.0,59.0,2604,0,1,0.0,98.0,265919.0,1,0.1333333333333333,4.167,14.286,0,B_illestPapppps
0,22942,1,2008,2023,1324.0,1970.0,4088,58,7,9.0,10.0,15647.0,1,0.1702127659574468,8.333,28.571,1,JulieRei
0,25019,1,2009,2016,1795.0,896.0,725,7,1,0.0,34.0,23930.0,1,0.0666666666666666,8.167,28.0,1,YoGi_SkyDweller
0,621,0,2017,2017,0.0,0.0,402,2,1,0.0,168.0,64579.0,0,0.0999999999999999,7.25,24.857,0,diedra_hae
1,14765,1,2009,2023,370.0,127125.0,7806,1578,1,40.0,32.0,39915.0,1,0.7058823529411764,8.25,28.286,1,BillPascrell
0,907,1,2010,2021,49.0,92.0,640,1,10,0.0,122.0,333939.0,0,0.6,5.292,18.143,0,juanlucas1
1,68303,1,2010,2023,1075.0,2882444.0,1217,1882,1,2.0,4.0,1754.0,1,0.625,8.333,28.571,1,ahmadesseily
1,51654,1,2009,2023,5709.0,304483.0,12258,1814,10,35.0,106.0,22870.0,1,0.9375,8.333,28.571,1,MilagrosSocorro
0,4575,1,2013,2023,1551.0,360.0,8191,31,1,7.0,30.0,39834.0,1,0.4166666666666666,8.25,28.286,1,ChuckHTF
0,90425,1,2014,2023,1305.0,4180.0,4719,10,1,9.0,2.0,18531.0,0,0.25,8.333,28.571,1,castawaymaya
0,3676,1,2009,2022,458.0,97.0,3588,1,1,0.0,20.0,76101.0,1,0.0,8.042,27.571,0,jgarza86
0,2068,1,2011,2017,187.0,14060.0,8,65,32,0.0,2.0,58.0,0,0.6666666666666667,8.292,28.429,1,KimFattorini
0,87,0,2013,2018,0.0,6.0,61,0,1,0.0,74.0,282149.0,0,0.0,3.167,10.857,0,yayoshair
0,198,0,2018,2018,1.0,1.0,0,0,1,0.0,184.0,51773.0,0,0.4666666666666667,7.75,26.571,0,camelli55974694
1,50474,0,2009,2023,3965.0,511626.0,37500,5065,10,27.0,104.0,17669.0,0,0.6,8.333,28.571,1,alexdelaIglesia
0,9132,1,2011,2023,724.0,743.0,8288,1,10,0.0,164.0,1259196.0,1,0.3333333333333333,7.583,26.0,1,CamiEsteevez
0,2015,0,2010,2020,261.0,47.0,1301,0,9,0.0,96.0,226413.0,1,0.1999999999999999,5.375,18.429,1,rafael_baian0
0,206,0,2016,2017,0.0,1.0,79,0,1,0.0,140.0,308508.0,0,0.2857142857142857,7.5,25.714,1,lorello_willow
0,5764,1,2017,2019,3635.0,2173.0,8706,1,16,0.0,68.0,7740.0,0,0.1153846153846154,8.042,27.571,0,Vincenz72741158
0,10624,1,2009,2021,432.0,27748.0,524,376,1,0.0,8.0,71810.0,1,0.3571428571428571,8.333,28.571,1,Timorworld
0,183,1,2017,2017,0.0,27.0,23,0,1,0.0,90.0,12980.0,0,0.1428571428571429,3.75,12.857,0,stepan0kivanov
0,50477,1,2015,2023,699.0,845.0,61132,15,4,3.0,142.0,2055104.0,0,0.2307692307692307,7.0,24.0,0,__jemenfous__
0,8323,0,2008,2023,592.0,873.0,10735,35,1,2.0,38.0,394679.0,1,0.2222222222222222,8.25,28.286,1,kylacovert
0,3122,1,2015,2017,35.0,19.0,1686,14,1,0.0,190.0,74674.0,0,0.9333333333333332,7.958,27.286,0,LoraleeWendell
0,6100,0,2011,2017,0.0,59.0,119,0,1,0.0,24.0,6614.0,0,0.4444444444444444,7.875,27.0,1,vonnillaa
0,2661,1,2010,2017,0.0,169.0,1803,1,1,0.0,132.0,298858.0,0,0.3333333333333333,5.5,18.857,0,scwabble1
1,175667,0,2010,2023,942.0,1472192.0,88092,780,1,136.0,112.0,78522.0,0,0.6923076923076923,8.333,28.571,1,khushsundar
0,280,0,2018,2023,0.0,14.0,1,0,27,1.0,0.0,2.0,1,0.6666666666666667,8.333,28.571,0,Selfdisembowel
0,2858,1,2016,2018,2.0,3.0,1973,2,32,0.0,112.0,254445.0,0,0.0666666666666666,5.792,19.857,0,LoveYouAllGuys3
1,12176,1,2009,2023,535.0,2108697.0,1023,892,16,1.0,88.0,7784.0,1,0.0909090909090909,8.333,28.571,1,jaxofficial
0,994,1,2011,2023,0.0,1030904.0,40,6316,1,136.0,2.0,32233.0,1,1.0,8.25,28.286,1,Breaking911
0,82,0,2009,2018,10.0,498913.0,0,12019,1,0.0,0.0,22313.0,0,0.5,3.375,11.571,1,Yunaaaa
0,1545,1,2016,2022,122.0,6.0,1108,0,1,0.0,110.0,258402.0,0,0.4,6.542,22.429,0,ReggieW66206273
0,20362,1,2013,2023,247.0,224.0,44068,4,1,3.0,162.0,1746854.0,1,0.4166666666666666,8.083,27.714,0,stuartIittle
0,6194,0,2010,2023,1501.0,159.0,28795,2,1,27.0,96.0,707289.0,0,0.6363636363636364,8.25,28.286,1,mshepherd62
0,389,0,2016,2018,0.0,10.0,341,0,1,0.0,132.0,37524.0,0,0.0,7.458,25.571,0,abiya_frolova
0,2898,0,2011,2022,475.0,20.0,2048,1,10,0.0,144.0,285105.0,0,0.0,6.042,20.714,0,maria_pag
1,54643,1,2009,2023,1780.0,1793.0,45522,95,1,27.0,78.0,88113.0,1,0.9285714285714286,8.25,28.286,1,KarenPilarski
0,14330,1,2012,0,986.0,406.0,39714,6,0,0.0,0.0,0.0,0,0.9090909090909092,0.0,0.0,1,Kylee_Wyrwa
